JayID,Jays.USFWBand,Sex,AgeKnown,NatalNest,FBreeder,Jays_1.USFWBand,MBreeder,Jays_2.USFWBand,HatchDate,MeasDate,Expr1,LastObsDate,FldgDate
Z-GP,1453-63559,M,Y,DEER933,SP-F,1453-78402,-SRF,1043-80144,4/18/1993,4/29/1993,11,10/11/1997,5/8/1993
Z-YP,1453-63560,,Y,DEER933,SP-F,1453-78402,-SRF,1043-80144,4/18/1993,4/29/1993,11,10/11/1997,5/8/1993
ZB-P,1453-72767,,Y,DEER943,SP-F,1453-78402,-SRF,1043-80144,4/22/1994,5/3/1994,11,10/11/1997,5/8/1994
ZP-P,1453-72768,,Y,DEER943,SP-F,1453-78402,-SRF,1043-80144,4/22/1994,5/3/1994,11,10/11/1997,5/8/1994
-WSn,1433-92993,,Y,PLOT861,SP-F,1453-78402,S-OO,1423-42773,4/23/1986,5/4/1986,11,10/11/1997,5/12/1986
-RSn,1433-92994,,Y,PLOT861,SP-F,1453-78402,S-OO,1423-42773,4/23/1986,5/4/1986,11,10/11/1997,5/12/1986
-GSO,1433-92995,F,Y,PLOT861,SP-F,1453-78402,S-OO,1423-42773,4/23/1986,5/4/1986,11,10/11/1997,5/12/1986
-SPP,1043-80187,F,Y,PLOT881,SP-F,1453-78402,GSO-,1433-92946,5/9/1988,5/20/1988,11,10/11/1997,5/26/1988
-SOP,1043-80188,M,Y,PLOT881,SP-F,1453-78402,GSO-,1433-92946,5/9/1988,5/20/1988,11,10/11/1997,5/26/1988
SFn-,1433-93089,,Y,PLOT872,SP-F,1453-78402,S-OO,1423-42773,4/23/1987,5/4/1987,11,10/11/1997,5/12/1987
SAO-,1453-78352,M,Y,PLOT872,SP-F,1453-78402,S-OO,1423-42773,4/23/1987,5/4/1987,11,10/11/1997,5/12/1987
OC-A,1063-43103,F,Y,CURY022,U-GZA,1513-02448,G-BQ,1513-50799,4/16/2002,4/27/2002,11,10/10/2002,5/2/2002
LC-n,1063-43104,F,Y,CURY022,U-GZA,1513-02448,G-BQ,1513-50799,4/16/2002,4/27/2002,11,10/10/2002,5/2/2002
PG-C,1513-50176,F,Y,CURY992,U-GZA,1513-02448,L-GM,1163-68291,4/10/1999,4/21/1999,11,10/10/2002,4/30/1999
OG-C,1513-50177,F,Y,CURY992,U-GZA,1513-02448,L-GM,1163-68291,4/10/1999,4/21/1999,11,10/10/2002,4/30/1999
PnC-,1513-50959,F,Y,RUSS011,WG-C,1513-50116,-OBZ,1453-38998,5/1/2001,5/12/2001,11,5/11/2004,5/17/2001
OnC-,1513-50960,M,Y,RUSS011,WG-C,1513-50116,-OBZ,1453-38998,5/1/2001,5/12/2001,11,5/11/2004,5/17/2001
LLC-,1513-50961,F,Y,RUSS011,WG-C,1513-50116,-OBZ,1453-38998,5/1/2001,5/12/2001,11,5/11/2004,5/17/2001
CW-G,1573-65911,F,Y,RUSS041,WG-C,1513-50116,PRC-,1513-50981,3/25/2004,4/5/2004,11,5/11/2004,4/11/2004
CR-n,1573-65912,M,Y,RUSS041,WG-C,1513-50116,PRC-,1513-50981,3/25/2004,4/5/2004,11,5/11/2004,4/11/2004
LC-A,1063-43151,M,Y,SLAK022,LY-C,1513-50144,-GYC,1513-50722,5/10/2002,5/21/2002,11,12/10/2002,5/27/2002
FC-A,1063-43152,M,Y,SLAK022,LY-C,1513-50144,-GYC,1513-50722,5/10/2002,5/21/2002,11,12/10/2002,5/27/2002
AC-A,1063-43153,M,Y,SLAK022,LY-C,1513-50144,-GYC,1513-50722,5/10/2002,5/21/2002,11,12/10/2002,5/27/2002
BCL-,1573-97983,M,Y,PINE051,GR-C,1513-50159,L-RQ,1573-65910,4/27/2005,5/8/2005,11,7/19/2007,5/14/2005
PCL-,1573-97984,M,Y,PINE051,GR-C,1513-50159,L-RQ,1573-65910,4/27/2005,5/8/2005,11,7/19/2007,5/14/2005
OCL-,1573-97985,F,Y,PINE051,GR-C,1513-50159,L-RQ,1573-65910,4/27/2005,5/8/2005,11,7/19/2007,5/14/2005
LCL-,1573-97986,F,Y,PINE051,GR-C,1513-50159,L-RQ,1573-65910,4/27/2005,5/8/2005,11,7/19/2007,5/14/2005
-PCP,1603-17269,F,Y,PINE063,GR-C,1513-50159,L-RQ,1573-65910,4/26/2006,5/7/2006,11,7/19/2007,5/12/2006
CBn-,1603-51115,F,Y,PINE071,GR-C,1513-50159,L-RQ,1573-65910,4/26/2007,5/7/2007,11,7/19/2007,5/14/2007
CPn-,1603-51116,F,Y,PINE071,GR-C,1513-50159,L-RQ,1573-65910,4/26/2007,5/7/2007,11,7/19/2007,5/14/2007
COn-,1603-51117,M,Y,PINE071,GR-C,1513-50159,L-RQ,1573-65910,4/26/2007,5/7/2007,11,7/19/2007,5/14/2007
CB-P,1573-65961,M,Y,PINE041,GR-C,1513-50159,L-RQ,1573-65910,4/8/2004,4/19/2004,11,7/19/2007,4/28/2004
CP-P,1573-65962,F,Y,PINE041,GR-C,1513-50159,L-RQ,1573-65910,4/8/2004,4/19/2004,11,7/19/2007,4/28/2004
CO-P,1573-65963,M,Y,PINE041,GR-C,1513-50159,L-RQ,1573-65910,4/8/2004,4/19/2004,11,7/19/2007,4/28/2004
-WCR,1603-16647,M,Y,XRDS061,BR-C,1513-50161,G-PM,1453-72701,4/3/2006,4/14/2006,11,7/11/2008,4/22/2006
-RCR,1603-16648,F,Y,XRDS061,BR-C,1513-50161,G-PM,1453-72701,4/3/2006,4/14/2006,11,7/11/2008,4/22/2006
-GCn,1603-16649,F,Y,XRDS061,BR-C,1513-50161,G-PM,1453-72701,4/3/2006,4/14/2006,11,7/11/2008,4/22/2006
FC-L,1063-42852,F,Y,XRDS021,BR-C,1513-50161,G-PM,1453-72701,4/6/2002,4/17/2002,11,7/11/2008,4/23/2002
CW-B,1713-49323,M,Y,XRDS041,BR-C,1513-50161,G-PM,1453-72701,4/7/2004,4/18/2004,11,7/11/2008,4/27/2004
CR-B,1573-65950,F,Y,XRDS041,BR-C,1513-50161,G-PM,1453-72701,4/7/2004,4/18/2004,11,7/11/2008,4/27/2004
CG-n,1573-65951,F,Y,XRDS041,BR-C,1513-50161,G-PM,1453-72701,4/7/2004,4/18/2004,11,7/11/2008,4/27/2004
CH-n,1573-65952,M,Y,XRDS041,BR-C,1513-50161,G-PM,1453-72701,4/7/2004,4/18/2004,11,7/11/2008,4/27/2004
BCH-,1573-97922,F,Y,XRDS051,BR-C,1513-50161,G-PM,1453-72701,4/11/2005,4/22/2005,11,7/11/2008,4/26/2005
PCH-,1573-97923,M,Y,XRDS051,BR-C,1513-50161,G-PM,1453-72701,4/11/2005,4/22/2005,11,7/11/2008,4/26/2005
OCH-,1573-97924,M,Y,XRDS051,BR-C,1513-50161,G-PM,1453-72701,4/11/2005,4/22/2005,11,7/11/2008,4/26/2005
C-WP,1063-43534,F,Y,XRDS031,BR-C,1513-50161,G-PM,1453-72701,4/12/2003,4/23/2003,11,7/11/2008,4/28/2003
C-RP,1063-43535,M,Y,XRDS031,BR-C,1513-50161,G-PM,1453-72701,4/12/2003,4/23/2003,11,7/11/2008,4/28/2003
C-GP,1063-43536,M,Y,XRDS031,BR-C,1513-50161,G-PM,1453-72701,4/12/2003,4/23/2003,11,7/11/2008,4/28/2003
C-YP,1063-43537,F,Y,XRDS031,BR-C,1513-50161,G-PM,1453-72701,4/12/2003,4/23/2003,11,7/11/2008,4/28/2003
H-CAB,1603-51767,F,Y,XRDS082,BR-C,1513-50161,RCB-,1603-16605,5/7/2008,5/18/2008,11,7/11/2008,5/25/2008
-CnP,1603-51768,F,Y,XRDS082,BR-C,1513-50161,RCB-,1603-16605,5/7/2008,5/18/2008,11,7/11/2008,5/25/2008
-CnO,1603-51769,M,Y,XRDS082,BR-C,1513-50161,RCB-,1603-16605,5/7/2008,5/18/2008,11,7/11/2008,5/25/2008
-CnL,1603-51770,F,Y,XRDS082,BR-C,1513-50161,RCB-,1603-16605,5/7/2008,5/18/2008,11,7/11/2008,5/25/2008
RCn-,1573-66582,F,Y,DICE051,-ZYR,1513-50172,ZBW-,1043-44215,3/31/2005,4/11/2005,11,7/13/2006,4/18/2005
GCW-,1573-66583,M,Y,DICE051,-ZYR,1513-50172,ZBW-,1043-44215,3/31/2005,4/11/2005,11,7/13/2006,4/18/2005
HCW-,1573-66584,M,Y,DICE051,-ZYR,1513-50172,ZBW-,1043-44215,3/31/2005,4/11/2005,11,7/13/2006,4/18/2005
BCn-,1573-66585,M,Y,DICE051,-ZYR,1513-50172,ZBW-,1043-44215,3/31/2005,4/11/2005,11,7/13/2006,4/18/2005
CL-G,1573-66092,M,Y,DICE042,-ZYR,1513-50172,ZBW-,1043-44215,4/28/2004,5/9/2004,11,7/13/2006,5/16/2004
CF-G,1573-66532,M,Y,DICE042,-ZYR,1513-50172,ZBW-,1043-44215,4/28/2004,5/9/2004,11,7/13/2006,5/16/2004
CA-G,1573-66533,M,Y,DICE042,-ZYR,1513-50172,ZBW-,1043-44215,4/28/2004,5/9/2004,11,7/13/2006,5/16/2004
-PCW,1603-16644,F,Y,DICE061,-ZYR,1513-50172,ZBW-,1043-44215,4/3/2006,4/14/2006,11,7/13/2006,4/22/2006
-OCW,1603-16645,F,Y,DICE061,-ZYR,1513-50172,ZBW-,1043-44215,4/3/2006,4/14/2006,11,7/13/2006,4/22/2006
-LCn,1603-16646,F,Y,DICE061,-ZYR,1513-50172,ZBW-,1043-44215,4/3/2006,4/14/2006,11,7/13/2006,4/22/2006
H-GCR,1603-17256,M,Y,BNCH063,PL-C,1603-17448,CR-O,1573-65967,4/23/2006,5/4/2006,11,3/13/2007,5/11/2006
H-HCR,1603-17257,M,Y,BNCH063,PL-C,1603-17448,CR-O,1573-65967,4/23/2006,5/4/2006,11,3/13/2007,5/11/2006
-BCn,1603-17258,F,Y,BNCH063,PL-C,1603-17448,CR-O,1573-65967,4/23/2006,5/4/2006,11,3/13/2007,5/11/2006
WC-n,1063-42883,F,Y,JERE021,LO-C,1513-50196,-PPC,1513-50746,4/10/2002,4/21/2002,11,3/10/2004,4/28/2002
RC-P,1063-42884,M,Y,JERE021,LO-C,1513-50196,-PPC,1513-50746,4/10/2002,4/21/2002,11,3/10/2004,4/28/2002
GC-n,1063-42885,M,Y,JERE021,LO-C,1513-50196,-PPC,1513-50746,4/10/2002,4/21/2002,11,3/10/2004,4/28/2002
C-RF,1063-43546,M,Y,JERE031,LO-C,1513-50196,-PPC,1513-50746,4/14/2003,4/25/2003,11,3/10/2004,5/1/2003
C-Gn,1063-43547,M,Y,JERE031,LO-C,1513-50196,-PPC,1513-50746,4/14/2003,4/25/2003,11,3/10/2004,5/1/2003
WRC-,1513-50971,M,Y,SCOB011,LO-C,1513-50196,Z-GY,1453-63530,5/3/2001,5/14/2001,11,3/10/2004,5/19/2001
RnC-,1513-50972,M,Y,SCOB011,LO-C,1513-50196,Z-GY,1453-63530,5/3/2001,5/14/2001,11,3/10/2004,5/19/2001
GnC-,1513-50973,F,Y,SCOB011,LO-C,1513-50196,Z-GY,1453-63530,5/3/2001,5/14/2001,11,3/10/2004,5/19/2001
YPC-,1513-50942,M,Y,WAHO011,WO-ZU,1513-50246,WZW-,1453-78122,4/22/2001,5/3/2001,11,8/19/2009,5/10/2001
CB-W,1573-66523,M,Y,WAHO043,WO-ZU,1513-50246,RLC-U,,4/23/2004,5/4/2004,11,8/19/2009,5/11/2004
CG-W,1573-66524,M,Y,WAHO043,WO-ZU,1513-50246,RLC-U,,4/23/2004,5/4/2004,11,8/19/2009,5/11/2004
CO-W,1573-66525,F,Y,WAHO043,WO-ZU,1513-50246,RLC-U,,4/23/2004,5/4/2004,11,8/19/2009,5/11/2004
CL-W,1573-66526,F,Y,WAHO043,WO-ZU,1513-50246,RLC-U,,4/23/2004,5/4/2004,11,8/19/2009,5/11/2004
-OCG,1603-17423,F,Y,WAHO062,WO-ZU,1513-50246,C-WB,1063-43525,5/20/2006,5/31/2006,11,8/19/2009,6/9/2006
-LCG,1603-17424,M,Y,WAHO062,WO-ZU,1513-50246,C-WB,1063-43525,5/20/2006,5/31/2006,11,8/19/2009,6/9/2006
-FCn,1603-17425,F,Y,WAHO062,WO-ZU,1513-50246,C-WB,1063-43525,5/20/2006,5/31/2006,11,8/19/2009,6/9/2006
YC-Y,1063-43185,,Y,WAHO022,WO-ZU,1513-50246,WZW-,1453-78122,5/26/2002,6/6/2002,11,8/19/2009,6/13/2002
C-Fn,1063-43520,F,Y,WAHO031,WO-ZU,1513-50246,RLC-U,,4/7/2003,4/18/2003,11,8/19/2009,4/25/2003
C-An,1063-43521,F,Y,WAHO031,WO-ZU,1513-50246,RLC-U,,4/7/2003,4/18/2003,11,8/19/2009,4/25/2003
BC-Y,1063-42856,F,Y,WAHO021,WO-ZU,1513-50246,WZW-,1453-78122,4/7/2002,4/18/2002,11,8/19/2009,4/23/2002
PC-n,1063-42857,F,Y,WAHO021,WO-ZU,1513-50246,WZW-,1453-78122,4/7/2002,4/18/2002,11,8/19/2009,4/23/2002
OC-n,1063-42858,M,Y,WAHO021,WO-ZU,1513-50246,WZW-,1453-78122,4/7/2002,4/18/2002,11,8/19/2009,4/23/2002
WC-G,1063-42853,M,Y,PINE021,OP-C,1513-50324,B-OQ,1063-43115,4/6/2002,4/17/2002,11,7/11/2003,4/23/2002
RC-G,1063-42854,F,Y,PINE021,OP-C,1513-50324,B-OQ,1063-43115,4/6/2002,4/17/2002,11,7/11/2003,4/23/2002
GC-G,1063-42855,M,Y,PINE021,OP-C,1513-50324,B-OQ,1063-43115,4/6/2002,4/17/2002,11,7/11/2003,4/23/2002
C-LG,1063-43522,M,Y,N7RD031,FR-C,1513-50328,Z-RR,1453-63510,4/8/2003,4/19/2003,11,1/14/2004,4/27/2003
C-Fn,1063-43523,F,Y,N7RD031,FR-C,1513-50328,Z-RR,1453-63510,4/8/2003,4/19/2003,11,1/14/2004,4/27/2003
C-AG,1063-43524,F,Y,N7RD031,FR-C,1513-50328,Z-RR,1453-63510,4/8/2003,4/19/2003,11,1/14/2004,4/27/2003
RC-O,1063-43110,F,Y,CACT021,RL-C,1513-50331,W-FM,1063-42890,4/19/2002,4/30/2002,11,3/14/2012,5/6/2002
WC-n,1063-43111,M,Y,CACT021,RL-C,1513-50331,W-FM,1063-42890,4/19/2002,4/30/2002,11,3/14/2012,5/6/2002
CLn-,1603-51109,F,Y,CACT071,RL-C,1513-50331,C-BG,1063-43551,4/22/2007,5/3/2007,11,3/14/2012,5/11/2007
CFn-,1603-51110,F,Y,CACT071,RL-C,1513-50331,C-BG,1063-43551,4/22/2007,5/3/2007,11,3/14/2012,5/11/2007
-WCF,1603-17217,M,Y,CACT061,RL-C,1513-50331,C-BG,1063-43551,4/13/2006,4/24/2006,11,3/14/2012,5/1/2006
-RCF,1603-17218,F,Y,CACT061,RL-C,1513-50331,C-BG,1063-43551,4/13/2006,4/24/2006,11,3/14/2012,5/1/2006
CW-P,1573-65957,M,Y,CACT041,RL-C,1513-50331,RB-C,1513-50358,4/8/2004,4/19/2004,11,3/14/2012,4/26/2004
CR-P,1573-65958,M,Y,CACT041,RL-C,1513-50331,RB-C,1513-50358,4/8/2004,4/19/2004,11,3/14/2012,4/26/2004
CG-P,1573-65959,F,Y,CACT041,RL-C,1513-50331,RB-C,1513-50358,4/8/2004,4/19/2004,11,3/14/2012,4/26/2004
CH-P,1573-65960,M,Y,CACT041,RL-C,1513-50331,RB-C,1513-50358,4/8/2004,4/19/2004,11,3/14/2012,4/26/2004
C-YB,1063-43533,F,Y,CACT031,RL-C,1513-50331,W-FM,1063-42890,4/11/2003,4/22/2003,11,3/14/2012,4/26/2003
-CWB,1603-51568,F,Y,CATE081,RL-C,1513-50331,C-BW,1063-43584,4/11/2008,4/22/2008,11,3/14/2012,4/29/2008
-PWQ,1713-13612,F,Y,CATE101,RL-C,1513-50331,C-BW,1063-43584,4/19/2010,4/30/2010,11,3/14/2012,5/7/2010
-PRQ,1713-13613,F,Y,CATE101,RL-C,1513-50331,C-BW,1063-43584,4/19/2010,4/30/2010,11,3/14/2012,5/7/2010
RBQ-,1713-49021,M,Y,CATE111,RL-C,1513-50331,C-BW,1063-43584,4/2/2011,4/13/2011,11,3/14/2012,4/23/2011
RPQ-,1713-49022,F,Y,CATE111,RL-C,1513-50331,C-BW,1063-43584,4/2/2011,4/13/2011,11,3/14/2012,4/23/2011
ROQ-,1713-49023,M,Y,CATE111,RL-C,1513-50331,C-BW,1063-43584,4/2/2011,4/13/2011,11,3/14/2012,4/23/2011
RLQ-,1713-49024,F,Y,CATE111,RL-C,1513-50331,C-BW,1063-43584,4/2/2011,4/13/2011,11,3/14/2012,4/23/2011
C-Yn,1063-43588,M,Y,CHOP031,BG-C,1513-50356,ORC-,1513-50982,5/26/2003,6/6/2003,11,6/14/2004,6/12/2003
C-BP,1063-43589,M,Y,CHOP031,BG-C,1513-50356,ORC-,1513-50982,5/26/2003,6/6/2003,11,6/14/2004,6/12/2003
C-Pn,1063-43590,F,Y,CHOP031,BG-C,1513-50356,ORC-,1513-50982,5/26/2003,6/6/2003,11,6/14/2004,6/12/2003
CL-n,1573-66513,F,Y,CHOP042,BG-C,1513-50356,ORC-,1513-50982,4/17/2004,4/28/2004,11,6/14/2004,5/2/2004
CF-W,1573-66514,M,Y,CHOP042,BG-C,1513-50356,ORC-,1513-50982,4/17/2004,4/28/2004,11,6/14/2004,5/2/2004
CA-W,1573-66515,F,Y,CHOP042,BG-C,1513-50356,ORC-,1513-50982,4/17/2004,4/28/2004,11,6/14/2004,5/2/2004
WLC-,1513-50962,F,Y,NMIT011,BG-C,1513-50356,Z-GP,1453-63559,5/2/2001,5/13/2001,11,6/14/2004,5/19/2001
RLC-,1513-50963,M,Y,NMIT011,BG-C,1513-50356,Z-GP,1453-63559,5/2/2001,5/13/2001,11,6/14/2004,5/19/2001
GLC-,1513-50964,M,Y,NMIT011,BG-C,1513-50356,Z-GP,1453-63559,5/2/2001,5/13/2001,11,6/14/2004,5/19/2001
WC-P,1063-43105,F,Y,NMIT021,BG-C,1513-50356,Z-GP,1453-63559,4/16/2002,4/27/2002,11,6/14/2004,5/3/2002
RC-n,1063-43106,F,Y,NMIT021,BG-C,1513-50356,Z-GP,1453-63559,4/16/2002,4/27/2002,11,6/14/2004,5/3/2002
GC-P,1063-43107,M,Y,NMIT021,BG-C,1513-50356,Z-GP,1453-63559,4/16/2002,4/27/2002,11,6/14/2004,5/3/2002
YC-n,1063-43108,M,Y,NMIT021,BG-C,1513-50356,Z-GP,1453-63559,4/16/2002,4/27/2002,11,6/14/2004,5/3/2002
H-CWB,1603-51775,F,Y,HILD082,WF-C,1513-50361,BWC-,1513-50904,5/10/2008,5/21/2008,11,11/18/2009,5/28/2008
-CnP,1603-51776,F,Y,HILD082,WF-C,1513-50361,BWC-,1513-50904,5/10/2008,5/21/2008,11,11/18/2009,5/28/2008
-CnO,1603-51777,F,Y,HILD082,WF-C,1513-50361,BWC-,1513-50904,5/10/2008,5/21/2008,11,11/18/2009,5/28/2008
-Cnn,1603-51778,F,Y,HILD082,WF-C,1513-50361,BWC-,1513-50904,5/10/2008,5/21/2008,11,11/18/2009,5/28/2008
LC-W,1063-42900,M,Y,SWSE022,PA-C,1513-50364,ZL-O,1453-78068,4/16/2002,4/27/2002,11,10/10/2001,5/1/2002
FC-W,1063-43101,F,Y,SWSE022,PA-C,1513-50364,ZL-O,1453-78068,4/16/2002,4/27/2002,11,10/10/2001,5/1/2002
AC-n,1063-43102,F,Y,SWSE022,PA-C,1513-50364,ZL-O,1453-78068,4/16/2002,4/27/2002,11,10/10/2001,5/1/2002
-CnL,1603-51199,F,Y,ASPH081,R-FQ,1513-50372,R-OQ,1513-50384,4/5/2008,4/16/2008,11,7/11/2008,4/23/2008
-CBH,1603-51200,M,Y,ASPH081,R-FQ,1513-50372,R-OQ,1513-50384,4/5/2008,4/16/2008,11,7/11/2008,4/23/2008
-cna,1603-51501,M,Y,ASPH081,R-FQ,1513-50372,R-OQ,1513-50384,4/5/2008,4/16/2008,11,7/11/2008,4/23/2008
PnC-,1513-50906,M,Y,ASPH011,R-FQ,1513-50372,R-OQ,1513-50384,4/3/2001,4/14/2001,11,7/11/2008,4/22/2001
OnC-,1513-50907,M,Y,ASPH011,R-FQ,1513-50372,R-OQ,1513-50384,4/3/2001,4/14/2001,11,7/11/2008,4/22/2001
LnC-,1513-50908,M,Y,ASPH011,R-FQ,1513-50372,R-OQ,1513-50384,4/3/2001,4/14/2001,11,7/11/2008,4/22/2001
WCW-,1573-66580,M,Y,ASPH051,R-FQ,1513-50372,R-OQ,1513-50384,3/20/2005,3/31/2005,11,7/11/2008,4/5/2005
C-Wn,1063-43507,F,Y,ASPH031,R-FQ,1513-50372,R-OQ,1513-50384,3/31/2003,4/11/2003,11,7/11/2008,4/18/2003
C-Rn,1063-43508,M,Y,ASPH031,R-FQ,1513-50372,R-OQ,1513-50384,3/31/2003,4/11/2003,11,7/11/2008,4/18/2003
COA-,1603-51145,M,Y,ASPH074,R-FQ,1513-50372,R-OQ,1513-50384,5/16/2007,5/27/2007,11,7/11/2008,6/3/2007
CLn-,1603-51146,M,Y,ASPH074,R-FQ,1513-50372,R-OQ,1513-50384,5/16/2007,5/27/2007,11,7/11/2008,6/3/2007
BC-O,1063-43116,M,Y,ASPH022,R-FQ,1513-50372,R-OQ,1513-50384,4/22/2002,5/3/2002,11,7/11/2008,5/10/2002
PC-O,1063-43117,M,Y,ASPH022,R-FQ,1513-50372,R-OQ,1513-50384,4/22/2002,5/3/2002,11,7/11/2008,5/10/2002
OC-O,1063-43118,F,Y,ASPH022,R-FQ,1513-50372,R-OQ,1513-50384,4/22/2002,5/3/2002,11,7/11/2008,5/10/2002
-PBQ,1713-13677,M,Y,HTOP104,A-AM,1513-50375,Y-YQ,1713-49393,5/7/2010,5/18/2010,11,12/15/2014,5/25/2010
-nPQ,1713-13678,M,Y,HTOP104,A-AM,1513-50375,Y-YQ,1713-49393,5/7/2010,5/18/2010,11,12/15/2014,5/25/2010
-nOQ,1713-13679,F,Y,HTOP104,A-AM,1513-50375,Y-YQ,1713-49393,5/7/2010,5/18/2010,11,12/15/2014,5/25/2010
-PLQ,1713-13680,F,Y,HTOP104,A-AM,1513-50375,Y-YQ,1713-49393,5/7/2010,5/18/2010,11,12/15/2014,5/25/2010
nWQ-,1713-49275,F,Y,HTOP114,A-AM,1513-50375,Y-YQ,1713-49393,5/14/2011,5/25/2011,11,12/15/2014,5/31/2011
nRQ-,1713-49276,M,Y,HTOP114,A-AM,1513-50375,Y-YQ,1713-49393,5/14/2011,5/25/2011,11,12/15/2014,5/31/2011
nGQ-,1713-49277,M,Y,HTOP114,A-AM,1513-50375,Y-YQ,1713-49393,5/14/2011,5/25/2011,11,12/15/2014,5/31/2011
Q-RP,1713-49781,M,Y,HTOP131,A-AM,1513-50375,ORQ-,1713-13982,4/19/2013,4/30/2013,11,12/15/2014,5/7/2013
Q-RO,1713-49782,M,Y,HTOP131,A-AM,1513-50375,ORQ-,1713-13982,4/19/2013,4/30/2013,11,12/15/2014,5/7/2013
LCP-,1573-97987,M,Y,CHOB052,WA-C,1513-50377,Y-BQ,1063-43506,4/27/2005,5/8/2005,11,6/13/2007,5/14/2005
FCP-,1573-97988,F,Y,CHOB052,WA-C,1513-50377,Y-BQ,1063-43506,4/27/2005,5/8/2005,11,6/13/2007,5/14/2005
ACP-,1573-97989,F,Y,CHOB052,WA-C,1513-50377,Y-BQ,1063-43506,4/27/2005,5/8/2005,11,6/13/2007,5/14/2005
-OPC,1513-50756,F,Y,KETH001,R-BQ,1513-50380,YZB-,1453-78231,4/25/2000,5/6/2000,11,8/9/2001,5/13/2000
-LPC,1513-50757,M,Y,KETH001,R-BQ,1513-50380,YZB-,1453-78231,4/25/2000,5/6/2000,11,8/9/2001,5/13/2000
CHn-,1603-17482,F,Y,SFLC071,-GWC,1513-50718,ZFF-U,1513-02004,4/16/2007,4/27/2007,11,12/14/2011,5/4/2007
CBn-,1603-17483,F,Y,SFLC071,-GWC,1513-50718,ZFF-U,1513-02004,4/16/2007,4/27/2007,11,12/14/2011,5/4/2007
CPn-,1603-17484,M,Y,SFLC071,-GWC,1513-50718,ZFF-U,1513-02004,4/16/2007,4/27/2007,11,12/14/2011,5/4/2007
H-OCH,1603-17286,M,Y,SFLC062,-GWC,1513-50718,ZFF-U,1513-02004,5/1/2006,5/12/2006,11,12/14/2011,5/17/2006
OCn-,1573-97925,M,Y,SFLC052,-GWC,1513-50718,ZFF-U,1513-02004,4/12/2005,4/23/2005,11,12/14/2011,4/28/2005
LCn-,1573-97926,F,Y,SFLC052,-GWC,1513-50718,ZFF-U,1513-02004,4/12/2005,4/23/2005,11,12/14/2011,4/28/2005
FCn-,1573-97927,F,Y,SFLC052,-GWC,1513-50718,ZFF-U,1513-02004,4/12/2005,4/23/2005,11,12/14/2011,4/28/2005
ACn-,1573-97928,M,Y,SFLC052,-GWC,1513-50718,ZFF-U,1513-02004,4/12/2005,4/23/2005,11,12/14/2011,4/28/2005
CG-G,1573-65932,F,Y,SFLC042,-GWC,1513-50718,ZFF-U,1513-02004,4/4/2004,4/15/2004,11,12/14/2011,4/21/2004
CH-G,1573-65933,F,Y,SFLC042,-GWC,1513-50718,ZFF-U,1513-02004,4/4/2004,4/15/2004,11,12/14/2011,4/21/2004
CB-G,1573-65934,M,Y,SFLC042,-GWC,1513-50718,ZFF-U,1513-02004,4/4/2004,4/15/2004,11,12/14/2011,4/21/2004
nG-Q,1603-51854,M,Y,SFLC091,-GWC,1513-50718,WCO-,1713-13336,4/14/2009,4/25/2009,11,12/14/2011,5/2/2009
YY-Q,1603-51855,M,Y,SFLC091,-GWC,1513-50718,WCO-,1713-13336,4/14/2009,4/25/2009,11,12/14/2011,5/2/2009
-HBQ,1713-13622,M,Y,SFLC101,-GWC,1513-50718,WCO-,1713-13336,4/19/2010,4/30/2010,11,12/14/2011,5/6/2010
-nPQ,1713-13623,F,Y,SFLC101,-GWC,1513-50718,WCO-,1713-13336,4/19/2010,4/30/2010,11,12/14/2011,5/6/2010
-nOQ,1713-13624,M,Y,SFLC101,-GWC,1513-50718,WCO-,1713-13336,4/19/2010,4/30/2010,11,12/14/2011,5/6/2010
-nLQ,1713-13625,F,Y,SFLC101,-GWC,1513-50718,WCO-,1713-13336,4/19/2010,4/30/2010,11,12/14/2011,5/6/2010
nLQ-,1713-13978,M,Y,SFLC111,-GWC,1513-50718,WCO-,1713-13336,3/29/2011,4/9/2011,11,12/14/2011,4/15/2011
nHQ-,1713-13979,F,Y,SFLC111,-GWC,1513-50718,WCO-,1713-13336,3/29/2011,4/9/2011,11,12/14/2011,4/15/2011
GAQ-,1713-13980,M,Y,SFLC111,-GWC,1513-50718,WCO-,1713-13336,3/29/2011,4/9/2011,11,12/14/2011,4/15/2011
-WCA,1603-17227,F,Y,CURY061,-RYC,1513-50721,G-BQ,1513-50799,4/16/2006,4/27/2006,11,11/14/2006,5/3/2006
-RCA,1713-49395,M,Y,CURY061,-RYC,1513-50721,G-BQ,1513-50799,4/16/2006,4/27/2006,11,11/14/2006,5/3/2006
-GCA,1603-17229,F,Y,CURY061,-RYC,1513-50721,G-BQ,1513-50799,4/16/2006,4/27/2006,11,11/14/2006,5/3/2006
OCn-,1603-16612,M,Y,CURY052,-RYC,1513-50721,G-BQ,1513-50799,5/14/2005,5/25/2005,11,11/14/2006,5/31/2005
LCn-,1603-16613,M,Y,CURY052,-RYC,1513-50721,G-BQ,1513-50799,5/14/2005,5/25/2005,11,11/14/2006,5/31/2005
-WCP,1603-17274,F,Y,SHIC063,-OfHC,1513-50781,UZ-OA,1453-63609,4/27/2006,5/8/2006,11,3/13/2013,5/15/2006
